FID,ID,FIELD,OID_1,YLD00,YLD01,YLD02,YLD03,AVGYLD,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912,VI02_518,VI02_526,VI02_619,VI02_713,VI02_721,VI02_830,VI02_907,VI02_923,VI03_505,VI03_529,VI03_606,VI03_622,VI03_724,VI03_825,VI03_926,STD00,STD01,STD02,STD03,CV,M3_00,M3_01,M3_02,M3_03,M3_AV,CL_AV,CL_00,CL_01,CL_02,CL_03
31,3084,C29,3083,772.0000000,1370.6999512,1000.2999878,1106,1062.1999512,1080.450000000000000,0.0889000,-0.003815000000000,0.002993000000000,-0.000822000000000,14.0000000,32.4000015,92,94,129,86,-0.1973000,-0.1934000,-0.1899000,0.0439000,0.2067000,0.2755000,0.3697000,0.3171000,0.2071000,-0.0286000,-0.2124000,-0.1660000,0.0354000,0.4508000,0.3061000,-0.169230769000000,-0.229629630000000,-0.216666667000000,-0.105882353000000,-0.005076142000000,0.382978723000000,0.275862069000000,0.057591623000000,-0.061224490000000,-0.223880597000000,-0.164835165000000,-0.176470588000000,0.000000000000000,0.118421053000000,0.064327485000000,0.8900000,1.1100000,0.9300000,1,0.1470000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000
32,3085,C29,3084,743.7000122,1230.4000244,990.0000000,1108,1017.9000244,1080.520000000000000,0.2086000,-0.003706000000000,0.003509000000000,-0.000196000000000,11.8000002,32.7999992,92,89,131,89,-0.1960000,-0.1861000,-0.1801000,0.0776000,0.1889000,0.3131000,0.3735000,0.3143000,0.1860000,-0.0526000,-0.2105000,-0.1873000,0.0043000,0.4346000,0.2451000,-0.190000000000000,-0.216417910000000,-0.209876543000000,-0.121212121000000,-0.020000000000000,0.378947368000000,0.224719101000000,0.067357513000000,-0.065326633000000,-0.233576642000000,-0.178378378000000,-0.185567010000000,0.000000000000000,0.124183007000000,0.052023121000000,0.8600000,1.0000000,0.9200000,1,0.1480000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
33,3086,C29,3085,848.5000000,1175.5000000,1019.9000244,1196,1059.9000244,1080.619999999999900,0.1430000,0.009233000000000,-0.008218000000000,0.001015000000000,11.1999998,28.6000004,90,89,134,87,-0.2053000,-0.1911000,-0.1687000,0.0932000,0.2527000,0.3131000,0.4048000,0.3077000,0.1932000,-0.0616000,-0.2121000,-0.1811000,-0.0172000,0.3927000,0.2626000,-0.190000000000000,-0.229629630000000,-0.216326531000000,-0.122137405000000,0.010309278000000,0.309278351000000,0.233333333000000,0.029702970000000,-0.079207921000000,-0.227941176000000,-0.178378378000000,-0.183673469000000,-0.038251366000000,0.122580645000000,0.111111111000000,0.9800000,0.9600000,0.9500000,1,0.1640000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
34,3108,C29,3107,877.2000122,1246.5999756,1021.5000000,1238,1095.9000244,1079.990000000000000,0.0962000,0.007153000000000,-0.004677000000000,0.002475000000000,22.0000000,54.2999992,96,85,114,76,-0.1661000,-0.1848000,-0.1447000,0.1613000,0.1043000,0.3690000,0.4118000,0.3436000,0.1975000,-0.0452000,-0.1963000,-0.1709000,0.0000000,0.4074000,0.2103000,-0.203539823000000,-0.218750000000000,-0.207048458000000,-0.039647577000000,0.064327485000000,0.344444444000000,0.209580838000000,0.020618557000000,-0.063157895000000,-0.223076923000000,-0.168539326000000,-0.142857143000000,0.022471910000000,0.134751773000000,0.137500000000000,1.0100000,1.0100000,0.9500000,1,0.1770000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
35,3109,C29,3108,955.5000000,1358.1999512,986.2999878,1140,1110.0999756,1080.010000000000000,0.1153000,-0.001729000000000,0.001473000000000,-0.000255000000000,21.7000008,42.7000008,94,85,111,76,-0.2014000,-0.1878000,-0.1429000,0.1675000,0.3179000,0.3651000,0.4771000,0.4043000,0.2102000,-0.0816000,-0.1831000,-0.1709000,0.0233000,0.4404000,0.2396000,-0.198237885000000,-0.209486166000000,-0.212121212000000,-0.013824885000000,0.097142857000000,0.374301676000000,0.209580838000000,0.036269430000000,-0.042553191000000,-0.234848485000000,-0.165714286000000,-0.161676647000000,0.071823204000000,0.183098592000000,0.134146341000000,1.1100000,1.1000000,0.9200000,1,0.1280000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
36,3110,C29,3109,1034.0000000,1258.5999756,1152.9000244,1292,1184.5000000,1080.030000000000000,0.1323000,-0.002725000000000,0.001043000000000,-0.001681000000000,22.5000000,38.9000015,94,84,111,74,-0.2000000,-0.1806000,-0.1720000,0.1635000,0.2832000,0.3830000,0.4902000,0.3895000,0.2025000,-0.0505000,-0.1963000,-0.1745000,0.0137000,0.5026000,0.2990000,-0.205240175000000,-0.211155378000000,-0.200000000000000,-0.044642857000000,0.090909091000000,0.444444444000000,0.281437126000000,0.136612022000000,-0.059459459000000,-0.232558140000000,-0.157894737000000,-0.165644172000000,0.043956044000000,0.202797203000000,0.210191083000000,1.2000000,1.0200000,1.0700001,1,0.1700000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
37,3111,C29,3110,1055.6999512,1385.5999756,1162.3000488,1230,1208.4000244,1080.069999999999900,0.1908000,-0.007868000000000,0.004087000000000,-0.003781000000000,20.7000008,38.4000015,94,82,107,75,-0.1971000,-0.1775000,-0.1634000,0.1280000,0.2907000,0.3717000,0.5032000,0.3949000,0.2152000,-0.0256000,-0.1944000,-0.1695000,0.0521000,0.4974000,0.3690000,-0.203539823000000,-0.229571984000000,-0.201754386000000,-0.057777778000000,0.045454545000000,0.436464088000000,0.337278107000000,0.096774194000000,-0.043956044000000,-0.226562500000000,-0.163841808000000,-0.161290323000000,0.027932961000000,0.177304965000000,0.190184049000000,1.2200000,1.1300000,1.0800000,1,0.1100000,1.0000000,1.0000000,2.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
38,3112,C29,3111,860.0000000,1633.0999756,986.4000244,1105,1146.1999512,1080.140000000000100,0.1583000,0.004237000000000,-0.007815000000000,-0.003578000000000,19.6000004,38.5000000,90,85,107,76,-0.1916000,-0.1864000,-0.1765000,0.1226000,0.2686000,0.3613000,0.4510000,0.3854000,0.1875000,-0.0722000,-0.2000000,-0.1784000,0.0605000,0.5026000,0.3511000,-0.198237885000000,-0.215686275000000,-0.215517241000000,-0.078260870000000,0.050279330000000,0.423728814000000,0.272727273000000,0.070270270000000,-0.038674033000000,-0.231939163000000,-0.162011173000000,-0.163636364000000,0.049723757000000,0.169014085000000,0.125748503000000,1.0000000,1.3300000,0.9200000,1,0.1870000,2.0000000,1.0000000,1.0000000,2.0000000,2.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
39,3113,C29,3112,834.2000122,1688.6999512,1029.4000244,1146,1174.5999756,1080.190000000000100,0.0862000,0.007999000000000,-0.005299000000000,0.002700000000000,20.0000000,40.4000015,90,86,112,76,-0.1932000,-0.1864000,-0.1842000,0.1304000,0.2601000,0.3542000,0.4474000,0.3263000,0.2025000,-0.0526000,-0.2054000,-0.1784000,0.0455000,0.5258000,0.3333000,-0.198237885000000,-0.214285714000000,-0.215517241000000,-0.061946903000000,0.063583815000000,0.369565217000000,0.305389222000000,0.117318436000000,-0.043956044000000,-0.223076923000000,-0.168539326000000,-0.161676647000000,0.067415730000000,0.158620690000000,0.137500000000000,0.9700000,1.3700000,0.9600000,1,0.2030000,2.0000000,1.0000000,1.0000000,2.0000000,2.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
40,3114,C29,3113,862.2999878,1532.1999512,1038.5999756,1121,1138.4000244,1080.200000000000000,0.0841000,0.012371000000000,-0.009398000000000,0.002972000000000,21.2000008,40.0999985,90,85,111,76,-0.1849000,-0.1814000,-0.1921000,0.1304000,0.2644000,0.3542000,0.4805000,0.3579000,0.2102000,-0.0309000,-0.2127000,-0.1818000,0.0599000,0.5130000,0.3736000,-0.189427313000000,-0.229007634000000,-0.217391304000000,-0.077586207000000,0.022471910000000,0.448648649000000,0.325301205000000,0.117318436000000,-0.038251366000000,-0.226053640000000,-0.177777778000000,-0.161676647000000,0.033707865000000,0.150684932000000,0.194968553000000,1.0000000,1.2500000,0.9700000,1,0.1430000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
41,3115,C29,3114,1023.2000122,1515.4000244,949.0000000,1096,1145.9000244,1080.230000000000000,0.1065000,0.008273000000000,-0.002672000000000,0.005601000000000,20.8999996,38.9000015,94,88,116,81,-0.1809000,-0.1885000,-0.1812000,0.1304000,0.2571000,0.3402000,0.4615000,0.3641000,0.2152000,-0.0547000,-0.2108000,-0.1833000,0.0507000,0.4660000,0.3228000,-0.189427313000000,-0.224334601000000,-0.222222222000000,-0.119341564000000,-0.011111111000000,0.409836066000000,0.281437126000000,0.127071823000000,-0.032967033000000,-0.231939163000000,-0.175824176000000,-0.167630058000000,0.033707865000000,0.112582781000000,0.111111111000000,1.1799999,1.2300000,0.8800000,1,0.1610000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000
42,3116,C29,3115,862.0999756,1462.8000488,931.5000000,1000,1064.0000000,1080.280000000000000,0.1480000,0.006866000000000,-0.000471000000000,0.006396000000000,19.7999992,36.4000015,94,85,121,81,-0.1879000,-0.1770000,-0.1847000,0.0625000,0.2529000,0.2850000,0.4395000,0.3608000,0.1879000,-0.0392000,-0.2000000,-0.1918000,0.0354000,0.4660000,0.3229000,-0.217021277000000,-0.230188679000000,-0.226337449000000,-0.121951220000000,-0.016216216000000,0.384615385000000,0.289940828000000,0.092896175000000,-0.047619048000000,-0.229629630000000,-0.169398907000000,-0.180327869000000,0.043956044000000,0.093333333000000,0.057471264000000,1.0000000,1.1900001,0.8700000,1,0.1350000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000
43,3117,C29,3116,810.7999878,1482.8000488,910.7999878,960,1041.1999512,1080.359999999999900,0.1533000,0.005698000000000,-0.001498000000000,0.004201000000000,18.3999996,35.5999985,90,85,121,82,-0.1921000,-0.1888000,-0.1899000,0.0261000,0.2045000,0.2513000,0.3750000,0.3469000,0.1856000,-0.0355000,-0.2105000,-0.1920000,0.0174000,0.4555000,0.3061000,-0.209090909000000,-0.227272727000000,-0.226337449000000,-0.124497992000000,-0.010752688000000,0.344086022000000,0.251461988000000,0.052631579000000,-0.056994819000000,-0.236363636000000,-0.175824176000000,-0.177777778000000,0.037837838000000,0.094594595000000,0.051428571000000,0.9400000,1.2100000,0.8500000,1,0.1540000,2.0000000,1.0000000,1.0000000,2.0000000,2.0000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000
44,3118,C29,3117,750.2999878,1366.1999512,939.5000000,969,1006.2999878,1080.420000000000100,0.0889000,0.004360000000000,-0.004551000000000,-0.000192000000000,17.7999992,34.7999992,90,84,123,83,-0.1894000,-0.1935000,-0.2051000,0.0667000,0.1823000,0.2995000,0.3620000,0.2941000,0.1879000,-0.0485000,-0.2054000,-0.1840000,0.0442000,0.4872000,0.3061000,-0.193717277000000,-0.222641509000000,-0.219917012000000,-0.104838710000000,-0.010638298000000,0.340425532000000,0.225433526000000,0.046153846000000,-0.056994819000000,-0.225092251000000,-0.177777778000000,-0.173913043000000,0.027027027000000,0.125827815000000,0.069767442000000,0.8700000,1.1100000,0.8800000,1,0.1210000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000
45,3119,C29,3118,814.0999756,1310.9000244,1056.3000488,1120,1075.3000488,1080.450000000000000,0.0681000,-0.002718000000000,0.001724000000000,-0.000994000000000,15.8999996,30.2000008,88,86,120,84,-0.2000000,-0.1822000,-0.1899000,0.0661000,0.1889000,0.2663000,0.3455000,0.3100000,0.1905000,-0.0291000,-0.2070000,-0.1822000,0.0351000,0.4688000,0.3684000,-0.177083333000000,-0.227941176000000,-0.219917012000000,-0.110236220000000,0.005291005000000,0.372340426000000,0.245714286000000,0.067357513000000,-0.051546392000000,-0.231343284000000,-0.171270718000000,-0.173913043000000,0.016574586000000,0.124183007000000,0.076923077000000,0.9400000,1.0700001,0.9800000,1,0.1200000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000
46,3120,C29,3119,787.9000244,1342.0999756,1102.1999512,1180,1103.0000000,1080.480000000000000,0.1188000,-0.007084000000000,0.006619000000000,-0.000465000000000,15.3999996,28.8999996,92,87,124,84,-0.1921000,-0.1920000,-0.2050000,0.0259000,0.1844000,0.2764000,0.3865000,0.3268000,0.1860000,-0.0144000,-0.2052000,-0.1741000,0.0215000,0.4508000,0.2800000,-0.181818182000000,-0.230769231000000,-0.224489796000000,-0.138576779000000,-0.010101010000000,0.397849462000000,0.268571429000000,0.067357513000000,-0.051546392000000,-0.239852399000000,-0.164835165000000,-0.187500000000000,0.016574586000000,0.112582781000000,0.064327485000000,0.9100000,1.0900000,1.0300000,1,0.1540000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000
47,3121,C29,3120,896.7000122,1118.4000244,1002.9000244,1138,1039.0999756,1080.559999999999900,0.2456000,-0.010288000000000,0.005975000000000,-0.004312000000000,13.8000002,28.1000004,96,92,132,88,-0.1815000,-0.1833000,-0.2050000,0.0730000,0.1739000,0.2828000,0.3494000,0.3077000,0.1561000,-0.0280000,-0.2105000,-0.1969000,-0.0043000,0.3854000,0.2293000,-0.175879397000000,-0.223443223000000,-0.220883534000000,-0.132075472000000,-0.029126214000000,0.333333333000000,0.204419890000000,0.009708738000000,-0.069306931000000,-0.241877256000000,-0.176470588000000,-0.183673469000000,-0.005405405000000,0.118421053000000,0.051428571000000,1.0400000,0.9100000,0.9300000,1,0.1470000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
48,3122,C29,3121,852.9000244,1166.8000488,1007.0999756,1082,1027.1999512,1080.660000000000100,0.1641000,0.008801000000000,-0.003472000000000,0.005329000000000,12.5000000,30.7999992,94,92,139,87,-0.2027000,-0.1861000,-0.1902000,0.1149000,0.2222000,0.3000000,0.3571000,0.2981000,0.1839000,-0.0459000,-0.2121000,-0.1840000,0.0043000,0.3723000,0.2000000,-0.181818182000000,-0.223880597000000,-0.224000000000000,-0.105058366000000,-0.029702970000000,0.284974093000000,0.180327869000000,0.024875622000000,-0.091787440000000,-0.245551601000000,-0.182795699000000,-0.185929648000000,0.000000000000000,0.098039216000000,0.068181818000000,0.9900000,0.9500000,0.9400000,1,0.1070000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
49,3123,C29,3122,866.5000000,984.9000244,1024.6999512,1041,979.2999878,1080.680000000000100,0.1087000,-0.002337000000000,0.002940000000000,0.000604000000000,13.3999996,30.2999992,90,88,135,89,-0.2119000,-0.1875000,-0.1598000,0.1356000,0.2597000,0.3166000,0.4061000,0.2617000,0.1705000,-0.0718000,-0.2174000,-0.1840000,-0.0043000,0.3368000,0.2057000,-0.177664975000000,-0.222641509000000,-0.224000000000000,-0.121212121000000,-0.043478261000000,0.308900524000000,0.175824176000000,-0.019047619000000,-0.097087379000000,-0.237410072000000,-0.182795699000000,-0.184079602000000,0.005405405000000,0.064935065000000,0.043956044000000,1.0000000,0.8000000,0.9600000,1,0.1360000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
50,3147,C29,3146,1007.4000244,1320.5999756,970.0999756,1131,1107.3000488,1080.020000000000000,0.1013000,-0.007349000000000,0.002136000000000,-0.005213000000000,23.7000008,39.2999992,96,85,107,76,-0.1971000,-0.1682000,-0.1698000,0.1481000,0.1566000,0.3583000,0.4079000,0.2670000,0.1677000,-0.0537000,-0.1944000,-0.1745000,-0.0135000,0.4194000,0.1777000,-0.198198198000000,-0.220472441000000,-0.205240175000000,-0.053097345000000,0.083333333000000,0.344827586000000,0.218934911000000,0.063829787000000,-0.037037037000000,-0.219696970000000,-0.168539326000000,-0.165644172000000,0.049180328000000,0.134751773000000,0.069767442000000,1.1700000,1.0700001,0.9000000,1,0.1410000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
51,3148,C29,3147,1002.0999756,1205.5999756,1047.4000244,1195,1112.4000244,1080.059999999999900,0.1186000,-0.003597000000000,0.004722000000000,0.001125000000000,22.3999996,39.9000015,96,85,115,76,-0.1944000,-0.1765000,-0.1742000,0.1442000,0.2832000,0.3552000,0.4437000,0.3228000,0.1772000,-0.0784000,-0.2018000,-0.1849000,0.0230000,0.4404000,0.2245000,-0.203539823000000,-0.225296443000000,-0.212121212000000,-0.040000000000000,0.088757396000000,0.329670330000000,0.285714286000000,0.138121547000000,-0.053763441000000,-0.227272727000000,-0.163841808000000,-0.150326797000000,0.027932961000000,0.188811189000000,0.064327485000000,1.1600000,0.9800000,0.9800000,1,0.1510000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
52,3149,C29,3148,1099.9000244,1608.5999756,1122.1999512,1096,1231.6999512,1080.099999999999900,0.1859000,-0.000747000000000,0.000297000000000,-0.000451000000000,21.5000000,41.5999985,92,82,114,76,-0.1944000,-0.1864000,-0.1711000,0.1635000,0.2471000,0.3913000,0.4902000,0.3438000,0.2025000,-0.0640000,-0.2018000,-0.1883000,0.0183000,0.4747000,0.3158000,-0.198237885000000,-0.224806202000000,-0.207048458000000,-0.031963470000000,0.104651163000000,0.403314917000000,0.361445783000000,0.114754098000000,-0.065217391000000,-0.224334601000000,-0.172413793000000,-0.165562914000000,0.027932961000000,0.213793103000000,0.109756098000000,1.2700000,1.3099999,1.0500000,1,0.1150000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
53,3150,C29,3149,1027.1999512,1579.6999512,1212.1999512,1176,1248.8000488,1080.150000000000100,0.1308000,0.018392000000000,-0.014144000000000,0.004249000000000,21.8999996,41.5999985,92,83,111,76,-0.1958000,-0.1810000,-0.1765000,0.1402000,0.2749000,0.3968000,0.5287000,0.4508000,0.2436000,-0.0452000,-0.2018000,-0.1674000,0.0183000,0.5337000,0.3548000,-0.200000000000000,-0.210937500000000,-0.205357143000000,-0.031674208000000,0.102272727000000,0.464480874000000,0.301204819000000,0.043478261000000,-0.054347826000000,-0.226562500000000,-0.165714286000000,-0.157232704000000,-0.005649718000000,0.183098592000000,0.160493827000000,1.1900001,1.2800000,1.1300000,1,0.0710000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
54,3151,C29,3150,1026.0999756,1448.4000244,1044.8000488,1174,1173.3000488,1080.170000000000100,0.0693000,0.010526000000000,-0.007349000000000,0.003176000000000,21.7000008,42.2000008,90,85,108,76,-0.1918000,-0.1880000,-0.1765000,0.1333000,0.2907000,0.3679000,0.4615000,0.4227000,0.2075000,-0.0707000,-0.2055000,-0.1867000,0.0459000,0.5179000,0.3333000,-0.205357143000000,-0.223529412000000,-0.201754386000000,-0.048888889000000,0.074285714000000,0.400000000000000,0.305389222000000,0.081967213000000,-0.054347826000000,-0.232558140000000,-0.170454545000000,-0.170731707000000,0.033707865000000,0.177304965000000,0.144578313000000,1.1900001,1.1799999,0.9700000,1,0.1280000,1.0000000,1.0000000,1.0000000,2.0000000,1.0000000,3.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000
